wav_file_path	model_no	image_file_path	label	score	start_time_sec	end_time_sec	start_time	end_time	min_frequency	max_frequency	box_x1	box_x2	box_y1	box_y2	sonobuoy_id	category
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2880_to_2940.png	D	0.9	2902.008763122559	2904.6012008666994	2019-04-08 19:48:22	2019-04-08 19:48:24	35	76	220.08763122558597	246.0120086669922	73.75383758544922	115.34040069580078	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2880_to_2940.png	D	0.55	2918.3335845947267	2920.9533508300783	2019-04-08 19:48:38	2019-04-08 19:48:40	34	78	383.3358459472656	409.5335083007813	72.38407897949219	116.24813842773438	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2880_to_2940.png	D	0.85	2933.9765441894533	2937.013507080078	2019-04-08 19:48:53	2019-04-08 19:48:57	32	74	539.7654418945312	570.1350708007812	75.5191879272461	117.95623779296876	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2940_to_3000.png	D	0.26	2982.507928466797	2985.2716857910154	2019-04-08 19:49:42	2019-04-08 19:49:45	31	72	425.0792846679688	452.71685791015625	77.68121337890625	118.679443359375	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3120_to_3180.png	D	0.12	3129.013507080078	3131.556792449951	2019-04-08 19:52:09	2019-04-08 19:52:11	50	93	90.13507080078124	115.56792449951172	56.7199592590332	99.78137969970705	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3240_to_3300.png	D	0.12	3291.05205078125	3293.970770263672	2019-04-08 19:54:51	2019-04-08 19:54:53	31	62	510.5205078125	539.7077026367188	88.07171630859375	118.66629791259766	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_780_to_840.png	D	0.11	782.0591930389404	784.4157279968261	2019-04-08 20:13:02	2019-04-08 20:13:04	50	88	20.591930389404297	44.15727996826172	62.27567672729492	99.82302856445312	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_960_to_1020.png	D	0.1	1018.7551879882812	1020.0677368164064	2019-04-08 20:16:58	2019-04-08 20:17:00	31	84	587.5518798828125	600.6773681640625	65.89532470703125	119.3340072631836	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_180_to_240.png	D	0.11	189.7322654724121	192.0867561340332	2019-04-08 21:03:09	2019-04-08 21:03:12	48	86	97.3226547241211	120.86756134033205	64.20541381835938	101.71012878417967	SB25	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2280_to_2340.png	40Hz	0.27	2323.8097137451173	2326.413528442383	2019-04-08 19:38:43	2019-04-08 19:38:46	51	66	438.0971374511719	464.1352844238281	83.53791046142578	99.41612243652344	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2640_to_2700.png	40Hz	0.57	2689.581610107422	2691.594024658203	2019-04-08 19:44:49	2019-04-08 19:44:51	53	66	495.8161010742188	515.9402465820312	83.6014175415039	96.75444793701172	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2700_to_2760.png	40Hz	0.61	2705.973390197754	2708.14969329834	2019-04-08 19:45:05	2019-04-08 19:45:08	51	67	59.73390197753906	81.49693298339844	82.937255859375	99.03907012939452	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2700_to_2760.png	40Hz	0.82	2722.1363723754885	2724.098013305664	2019-04-08 19:45:22	2019-04-08 19:45:24	47	67	221.3637237548828	240.98013305664065	83.24394226074219	103.28172302246094	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2820_to_2880.png	40Hz	0.68	2837.4177734375	2839.541638183594	2019-04-08 19:47:17	2019-04-08 19:47:19	51	68	174.177734375	195.4163818359375	82.38336181640625	99.38484191894533	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2940_to_3000.png	40Hz	0.45	2950.156140136719	2952.186311340332	2019-04-08 19:49:10	2019-04-08 19:49:12	47	70	101.5614013671875	121.86311340332033	79.99058532714844	103.08440399169922	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_2940_to_3000.png	40Hz	0.94	2966.1995391845703	2968.104052734375	2019-04-08 19:49:26	2019-04-08 19:49:28	50	68	261.9953918457031	281.04052734375	82.48320007324219	99.99375915527344	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3060_to_3120.png	40Hz	0.52	3081.319833374024	3083.2838821411133	2019-04-08 19:51:21	2019-04-08 19:51:23	40	68	213.1983337402344	232.8388214111328	81.73101806640625	109.84559631347656	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3060_to_3120.png	40Hz	0.2	3097.540951538086	3099.4058197021486	2019-04-08 19:51:37	2019-04-08 19:51:39	52	68	375.4095153808594	394.0581970214844	82.40904235839844	97.90157318115234	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3360_to_3420.png	40Hz	0.23	3372.55583267212	3374.7980834960936	2019-04-08 19:56:12	2019-04-08 19:56:14	52	68	125.5583267211914	147.9808349609375	81.82096862792969	98.27144622802734	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3360_to_3420.png	40Hz	0.25	3389.6227752685545	3391.4548156738283	2019-04-08 19:56:29	2019-04-08 19:56:31	49	65	296.2277526855469	314.54815673828125	84.963134765625	100.9565658569336	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_60_to_120.png	40Hz	0.15	85.89202575683593	87.83327026367188	2019-04-08 20:01:25	2019-04-08 20:01:27	51	70	258.9202575683594	278.33270263671875	79.57254028320312	98.9968719482422	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_60_to_120.png	40Hz	0.45	101.4502166748047	103.30029602050782	2019-04-08 20:01:41	2019-04-08 20:01:43	50	69	414.5021667480469	433.0029602050781	81.32352447509766	99.7649917602539	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_420_to_480.png	40Hz	0.2	439.1586730957032	441.0901397705078	2019-04-08 20:07:19	2019-04-08 20:07:21	50	67	191.58673095703125	210.90139770507807	83.12616729736328	99.5376968383789	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_480_to_540.png	40Hz	0.57	535.3624267578125	537.1262878417969	2019-04-08 20:08:55	2019-04-08 20:08:57	51	66	553.624267578125	571.2628784179688	84.2053451538086	99.3272933959961	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_720_to_780.png	40Hz	0.34	767.3958282470703	770.2702758789062	2019-04-08 20:12:47	2019-04-08 20:12:50	51	66	473.9582824707031	502.7027587890625	83.97900390625	98.50367736816406	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1140_to_1200.png	40Hz	0.15	1155.7286712646485	1157.5340911865237	2019-04-08 20:19:15	2019-04-08 20:19:17	52	66	157.28671264648438	175.34091186523438	84.0826644897461	98.40664672851562	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1140_to_1200.png	40Hz	0.22	1188.2624725341798	1190.160580444336	2019-04-08 20:19:48	2019-04-08 20:19:50	51	67	482.6247253417969	501.6058044433594	82.68451690673828	98.954833984375	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1200_to_1260.png	40Hz	0.19	1219.7297637939453	1221.5872482299806	2019-04-08 20:20:19	2019-04-08 20:20:21	52	67	197.29763793945312	215.8724822998047	82.90116119384766	97.8302230834961	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1200_to_1260.png	40Hz	0.72	1236.0958679199218	1237.8873474121094	2019-04-08 20:20:36	2019-04-08 20:20:37	51	67	360.9586791992188	378.87347412109375	82.85893249511719	98.99860382080078	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1200_to_1260.png	40Hz	0.14	1251.6876647949218	1253.4910583496094	2019-04-08 20:20:51	2019-04-08 20:20:53	49	69	516.8766479492188	534.9105834960938	80.62812042236328	100.62371826171876	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1260_to_1320.png	40Hz	0.2	1268.0596809387207	1269.5926078796388	2019-04-08 20:21:08	2019-04-08 20:21:09	51	67	80.59680938720703	95.92607879638672	82.84761810302734	98.9171142578125	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_1260_to_1320.png	40Hz	0.47	1284.1849792480468	1285.740087890625	2019-04-08 20:21:24	2019-04-08 20:21:25	51	67	241.84979248046875	257.40087890625	83.29702758789062	98.90355682373048	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-200000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-200000_second_2160_to_2220.png	40Hz	0.27	2170.0384056091307	2172.051615905761	2019-04-08 20:36:10	2019-04-08 20:36:12	51	67	100.3840560913086	120.5161590576172	83.0348129272461	98.86775970458984	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_60_to_120.png	40Hz	0.29	92.25228576660156	93.89919738769532	2019-04-08 21:01:32	2019-04-08 21:01:33	51	69	322.5228576660156	338.9919738769531	81.09288024902344	98.8390884399414	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_120_to_180.png	40Hz	0.32	127.90033569335938	129.48125534057618	2019-04-08 21:02:07	2019-04-08 21:02:09	51	67	79.00335693359375	94.81255340576172	82.69044494628906	99.13987731933594	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-190000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-190000_second_3000_to_3060.png	20Hz	0.36	3042.302194213867	3044.1835205078123	2019-04-08 19:50:42	2019-04-08 19:50:44	11	23	423.0219421386719	441.835205078125	126.94036102294922	138.7159881591797	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-210000_second_1620_to_1680.png	20Hz	0.46	1659.4869262695313	1661.2945831298828	2019-04-08 21:27:39	2019-04-08 21:27:41	11	23	394.8692626953125	412.9458312988281	127.29486083984376	139.41036987304688	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB25\CC1904RL_DF_SB25_190408-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB25_190408-220000_second_180_to_240.png	20Hz	0.11	181.9782215118408	183.99193534851076	2019-04-08 22:03:01	2019-04-08 22:03:03	11	27	19.782215118408203	39.91935348510742	122.881591796875	139.40841674804688	SB25	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB27\CC1904RL_DF_SB27_190409-210000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB27_190409-210000_second_360_to_420.png	40Hz	0.1	409.0969757080078	410.84572143554686	2019-04-09 21:06:49	2019-04-09 21:06:50	52	69	490.9697570800781	508.4572143554688	81.41352844238281	98.19152069091795	SB27	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB27\CC1904RL_DF_SB27_190409-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB27_190409-220000_second_900_to_960.png	20Hz	0.34	900.1136224746704	901.3706307411194	2019-04-09 22:15:00	2019-04-09 22:15:01	12	25	1.1362247467041016	13.706307411193848	124.93961334228516	138.40231323242188	SB27	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB27\CC1904RL_DF_SB27_190409-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB27_190409-230000_second_240_to_300.png	20Hz	0.12	294.2900085449219	296.41587524414064	2019-04-09 23:04:54	2019-04-09 23:04:56	11	27	542.9000854492188	564.1587524414062	123.31361389160156	139.41891479492188	SB27	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB29\CC1904RL_DF_SB29_190410-170000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB29_190410-170000_second_1740_to_1800.png	40Hz	0.78	1775.025442504883	1776.6031555175782	2019-04-10 17:29:35	2019-04-10 17:29:36	49	68	350.2544250488281	366.0315551757813	81.91800689697266	100.85584259033205	SB29	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB29\CC1904RL_DF_SB29_190410-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB29_190410-180000_second_1440_to_1500.png	20Hz	0.11	1463.998043823242	1465.310972595215	2019-04-10 18:24:23	2019-04-10 18:24:25	12	26	239.98043823242188	253.10972595214844	123.70735168457033	138.33792114257812	SB29	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB29\CC1904RL_DF_SB29_190410-180000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB29_190410-180000_second_1500_to_1560.png	20Hz	0.22	1552.499609375	1554.565087890625	2019-04-10 18:25:52	2019-04-10 18:25:54	11	29	524.99609375	545.65087890625	121.30158233642578	138.91549682617188	SB29	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-230000_second_3240_to_3300.png	D	0.15	3264.168452453613	3266.373175048828	2019-04-10 23:54:24	2019-04-10 23:54:26	24	89	241.6845245361328	263.73175048828125	60.598819732666016	126.19396209716795	SB31	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-230000_second_3540_to_3600.png	D	0.2	3595.6186340332038	3597.064459228516	2019-04-10 23:59:55	2019-04-10 23:59:57	28	69	556.1863403320312	570.6445922851562	81.29719543457031	122.16731262207033	SB31	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190411-000000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190411-000000_second_2340_to_2400.png	D	0.12	2389.434378051758	2392.135778808594	2019-04-11 00:39:49	2019-04-11 00:39:52	29	75	494.3437805175781	521.3577880859375	74.50672912597656	121.0034637451172	SB31	D
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-220000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-220000_second_1680_to_1740.png	40Hz	0.18	1707.1587280273438	1708.617483520508	2019-04-10 22:28:27	2019-04-10 22:28:28	51	68	271.5872802734375	286.1748352050781	81.6473388671875	99.35106658935548	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-230000_second_1800_to_1860.png	40Hz	0.1	1807.780728149414	1809.516387939453	2019-04-10 23:30:07	2019-04-10 23:30:09	53	85	77.80728149414062	95.16387939453124	64.91507720947266	97.33132934570312	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-230000_second_1020_to_1080.png	20Hz	0.27	1076.350341796875	1078.8267150878903	2019-04-10 23:17:56	2019-04-10 23:17:58	10	26	563.50341796875	588.2671508789062	123.64402770996094	139.5283660888672	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190410-230000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190410-230000_second_2820_to_2880.png	20Hz	0.19	2875.7900207519533	2877.5506103515627	2019-04-10 23:47:55	2019-04-10 23:47:57	10	26	557.9002075195312	575.506103515625	124.24897003173828	139.83180236816406	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190411-000000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190411-000000_second_2640_to_2700.png	20Hz	0.28	2670.862609863281	2673.0693450927733	2019-04-11 00:44:30	2019-04-11 00:44:33	11	31	308.6260986328125	330.6934509277344	119.28292083740234	139.1912078857422	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB31\CC1904RL_DF_SB31_190411-000000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB31_190411-000000_second_3300_to_3360.png	20Hz	0.1	3317.705458068848	3320.110614013672	2019-04-11 00:55:17	2019-04-11 00:55:20	10	27	177.05458068847656	201.10614013671875	123.1162109375	139.54693603515625	SB31	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB33\CC1904RL_DF_SB33_190413-170000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB33_190413-170000_second_420_to_480.png	20Hz	0.22	420.0967958033085	421.40204944610593	2019-04-13 17:07:00	2019-04-13 17:07:01	11	27	0.9679580330848694	14.02049446105957	123.3657684326172	139.40859985351562	SB33	20-40Hz
O:\2019\2019-04\Recordings\Sonobuoys\Difar (53G)\SB33\CC1904RL_DF_SB33_190413-170000.wav	WhaleMoanDetector_12_11_24_12.pth	L:/WhaleMoanDetector_predictions/CalCOFI_2019/CalCOFI_2019_04\CC1904RL_DF_SB33_190413-170000_second_1920_to_1980.png	20Hz	0.11	1929.3024688720704	1930.6683052062988	2019-04-13 17:32:09	2019-04-13 17:32:10	9	26	93.02468872070312	106.68305206298828	124.19159698486328	140.7802734375	SB33	20-40Hz
